"QID","itemLabel","itemDescription"
"Q113005270","Q113005270","film"
"Q113005269","Q113005269","film"
"Q113005275","Q113005275","film"
"Q113005272","Q113005272","film"
"Q113005273","Q113005273","film"
"Q113005276","Q113005276","film"
"Q113005277","Q113005277","film"
"Q113005221","Q113005221","2018 film"
"Q113031145","Q113031145","2005 film"
"Q113127886","Clinic Matters","2009 Nigerian sitcom"
"Q113085784","Q113085784","film"
"Q113126493","Q113126493","film"
"Q113128983","Q113128983","film"
"Q113128994","Q113128994","film"
"Q113133669","Q113133669","1963 film"
"Q113005250","Arman","1975 film"
"Q113127549","Ima Machet Icha Tangkhai","2021 film directed by Homeshwori"
"Q113129899","A Soldier's Story 2: Return from the dead","2020 Nigeria film"
"Q112977191","Strangulation Blues","film"
"Q113003812","Q113003812","2021 film"
"Q113005229","Q113005229","film directed by Yakov Protazanov"
"Q113128978","Road No. 303","1960 film"
"Q113015021","The Loud Spring","2022 documentary directed by Johanna Schellhagen"
"Q113113645","Q113113645","film directed by Toshio Masuda"
"Q113011899","Miracle","2019 documentary"
"Q112977184","Q112977184","film directed by Vadim Tsalikov"
"Q113128974","Portrait of a Prime Minister","1974 film"
"Q113133909","Aropin N'Tenia","1982 Nigerian film by Fredric Goode"
"Q113016142","Q113016142","2022 film directed by Anna Baranowski and Michael Moritz"
"Q113002875","Kencha","2009 Indian Kannada-language film"
"Q113003187","The Incredible Journey","disney film franchise"
"Q113128975","Grama Panchayath","1998 film"
"Q113131137","Shir Hashirim","1935 film"
"Q113129489","Figurine","A film by Kunle Afolayan"
"Q113002937","Devru","2009 Indian film"
"Q113003077","Bolton Storyworld: Codename Winterhill","2016 British film"
"Q112968003","Nakamh-Riangsuanneic","2021 film directed by Kachangthai Gonmei"
"Q113127553","My Siblings and I","2018 Nigerian comedy film"
"Q113023299","Nandeesha","2012 Kannada-language film"
"Q112972641","Midnight Menace","1946 film"
"Q113128976","America Chintamani","2004 film"
"Q113289701","Q113289701","2021 film directed by Cristiano Vieira"
"Q113134049","The Silent Baron","2021 Nigerian movie"
"Q113137745","King Of Thieves: Ogundabede","2022 Nigerian film produced by euphoria 360 and anthillstudio directed by adebayo tijani and tope adebayo salami."
"Q113267784","8 Bars And A Clef","2016 Nigerian film"
"Q113268486","Kaaneyaadavara Bagge Prakatane","kannada-language film"
"Q113134042","Omo Hausa","2019 film by Feranmi Olamilekan"
"Q113151570","The Mystery of the High Society Romance","1915 Russian film"
"Q113164873","Sen wa, Boku o Egaku","2022 film by Norihiro Koizumi"
"Q113168616","Savaal","2014 Kannada film"
"Q113152084","She","1918 Russian-Ukrainian film"
"Q113199480","A Man Without Honor","1917 Russian film"
"Q113199673","Fate's Revenge","1917 Russian film"
"Q113134259","Taj Mahal","2010 Indian film"
"Q113141632","At Daggers Drawn","1915 Russian film"
"Q113273969","Body language","2017 Nigerian movie"
"Q113292831","Jejere (Tumour)","2018 Nigerian film"
"Q113212413","Bahay na Pula","2022 film directed by Brillante Mendoza"
"Q113297965","Naan Oru Malaysian","1991 Malaysian film"
"Q113303363","White Hunters","2010 Nollywood film"
"Q113191622","Under the Bridge","film"
"Q113245771","Udumban","2012 Indian film"
"Q113137832","Love And Crime","2012 Nigerian film directed by Frank Rajah Arase"
"Q113146582","Q113146582","1967 film"
"Q113200058","On The Crest Of The Horizon, Manoj Das","documentary film"
"Q113263829","Q113263829","film"
"Q113275090","Q113275090","film"
"Q113280908","Q113280908","2009 film"
"Q113164544","Joar Bhata","2021 film directed by Sumon Anowar"
"Q113213508","Dear Vikram","2022 film directed by K. S. Nandheesh"
"Q113149928","Landscape","film"
"Q113197946","The Death Tree, or Bloodthirsty Susanna","1915 Russian film"
"Q113199576","Muratov's Career","1917 Russian film"
"Q113268101","Mothers and Daughters-In-Law","2019 Nigerian film"
"Q113144371","Mastermind","2015 Indian film in Kannada language"
"Q113163523","UNMASKED: Leadership, Trust and The COVID-19","2021 Nigerian film directed by Femi Odugbemi"
"Q113274715","She is","2019 Nigerian film directed by Chris Eneng Enaji"
"Q113134416","Dear Friend","2022 film directed by Vineeth Kumar"
"Q113213070","Sau Jhooth Ek Sach","2005 Hindi film"
"Q113175360","The Burned Crucifix","1923 film starring Ann Forrest"
"Q113198398","The Grasshopper","1915 Russian film"
"Q113168837","Dosti","2014 Kannada film"
"Q113168494","Melody","2015 Kannada film"
"Q113198069","And All the Dreams Were Shattered","1917 Russian film"
"Q113292609","Third Avenue (2019)","2019 Nigerian film"
"Q113292579","Sakobi (1999)","1999 Nigerian film"
"Q113291667","Catch.er","2018 Nigerian film"
"Q113199244","Arap Passion","1916 Russian film"
"Q113151977","The Mystery of a Tall Lady","1917 Russian-Ukrainian film"
"Q113141623","The Hurricane of Passions","1915 Russian film"
"Q113168889","Shivajinagara","2014 Kannada film"
"Q113199093","The Adventures of Kukish, the Postal and Telegraph Official","1915 Russian film"
"Q113158774","College Days","2010 Malayalam film"
"Q113231922","A Fool at 40","2004 Nigerian Nollywood comedy film"
"Q113144157","A Chit The Lay Pyay","2002 Burmese Film"
"Q113144379","3G Love","2013 Indian film"
"Q113152010","And the Sun Became to Shine Again","1918 Russian-Ukrainian film"
"Q113168787","Iniya","2009 Kannada film"
"Q113213043","72 Model","2013 Malayalam film"
"Q113155213","Don’t believe I am an Amazone","1975 film"
"Q113260245","Endless art","Documentary by Luis Vargas Santa Cruz about the life and work of the Hungarian sculptor, artist and art researcher Pal Kepenyes"
"Q113328906","Blogger's Wife","2017 Nigerian film"
"Q113359200","Al Bayra","2013 film by Mohamed Abderrahman Tazi"
"Q113336128","Q113336128","1977 film directed by Osman Fahir Seden"
"Q113362717","Q113362717","film directed by Vanda Hybnerová"
"Q113362725","Q113362725","film directed by Adéla Komrzý and Tomáš Bojar"
"Q113362762","Q113362762","film directed by Olga Malířová Špátová"
"Q113313921","4-1-Love","2015 Nigerian film"
"Q113332930","Ami Orun","1995 Nigerian film"
"Q113332483","Maradona","1993 Nigerian film"
"Q113325057","Stella","1954 film by Hans Schalla"
"Q113320531","Bullfrog in the Sun","1972 Nigerian film"
"Q113329945","Apalara","1986 Nigerian film"
"Q113332725","Lagos Na Wah!!!","1994 Nigerian film"
"Q113335592","Fatal Desire","1995 Nigerian film"
"Q113312492","So in Love","2015 Nigerian film"
"Q113331862","Koto Orun","1989 Nigerian film"
"Q113331264","La Pandilla en Apuros","1976 teen musical comedy film with Spanish group La Pandilla"
"Q113350695","La Bataille de l'Eau Noire","2015 film by Benjamin Hennot"
"Q113362707","Můj otec, kníže","film"
"Q113332419","Evil Passion","1993 Nigerian film"
"Q113353667","Flesh and Blood: The Jessie Chukwuma Story 1","1996 Nigerian film"
"Q113332602","Yemi My Lover","1993 Nigerian film"
"Q113362581","Hey You","2022 Nigerian film directed by Uyoyou Adia"
"Q113304895","The Kingsman","2018 Nigerian film"
"Q113362723","Mimi & Líza: Zahrada","film directed by Katarína Kerekesová"
"Q113362742","Thomas Bells","film"
"Q113362675","Q113362675","film"
"Q113362682","Q113362682","film"
"Q113362680","Q113362680","film"
"Q113362681","Q113362681","film"
"Q113362685","Q113362685","film"
"Q113362690","Q113362690","film"
"Q113362691","Q113362691","film"
"Q113362693","Q113362693","film"
"Q113362696","Q113362696","film"
"Q113362697","Q113362697","film"
"Q113362703","Q113362703","film"
"Q113362714","Q113362714","film"
"Q113362720","Q113362720","film"
"Q113362724","Q113362724","film"
"Q113362730","Q113362730","film"
"Q113362731","Q113362731","film"
"Q113362732","Q113362732","film"
"Q113362733","Q113362733","film"
"Q113362736","Q113362736","film"
"Q113362745","Q113362745","film"
"Q113362751","Q113362751","film"
"Q113362752","Q113362752","film"
"Q113362758","Q113362758","film"
"Q113335170","Wings of a Dove (Nollywood film)","2018 Nigerian film"
"Q113362694","Q113362694","film directed by Viliam Poltikovič"
"Q113362734","Q113362734","film directed by Olga Sommerová"
"Q113362753","Q113362753","film directed by Eva Toulová"
"Q113362676","Q113362676","film directed by Pavel Dorotka"
"Q113343391","Compromise","1996 Nigerian film"
"Q113320176","Mirror in the sun","Nigerian movie"
"Q113313422","Romance Is Overrated","2015 Nigerian film"
"Q113333179","Dark Goddess","1995 Nigerian film"
"Q113332100","The Great Attempt","1989 Nigerian film"
"Q113362688","Q113362688","film directed by Šimon Holý"
"Q113362716","Q113362716","film directed by Josef Císařovský"
"Q113362679","Q113362679","film directed by Filip Pošivač"
"Q113362686","Q113362686","film directed by Miroslav Náplava"
"Q113362709","Q113362709","film directed by Petr Větrovský"
"Q113362715","Q113362715","film directed by Michal Lang"
"Q113362735","Q113362735","film directed by Jitka Rudolfová"
"Q113362737","Q113362737","film directed by Jan Gebert"
"Q113362747","Q113362747","film directed by Silvie Dymáková"
"Q113321559","Evil Encounter","1983 Nigerian film"
"Q113303557","Hide N Seek","2021 Nigerian film directed by Adekunle Bryan Oyetunde and Tolu Awobiyi"
"Q113355461","Lies of Destiny","1996 Nigerian film"
"Q113362689","Q113362689","film directed by Iveta Grófová"
"Q113362711","Q113362711","film directed by Bogdan George Apetri"
"Q113362719","Q113362719","film directed by Dalibor Stach"
"Q113362759","Q113362759","film directed by Tomáš Magnusek"
"Q113352460","Q113352460","1981 film directed by Ahmed Yehia"
"Q113362695","Q113362695","film directed by Tomáš Vynikal"
"Q113362701","Q113362701","film directed by Beata Parkanová"
"Q113362754","Q113362754","film directed by Petr Hejzlar"
"Q113313149","Miss Flawless","2015 Nigerian Film"
"Q113351788","The Beast within","1980 Egyptian film"
"Q113362700","Q113362700","film directed by Peter Bebjak"
"Q113312271","Friends or Foes","2015 Nigerian film"
"Q113312364","Of Bad Faith","2015 Nigerian film"
"Q113311551","Still Standing","2015 Nigerian film"
"Q113332228","Ekun","1989 Nigerian film"
"Q113334415","Stella","1967 film by Helmut Käutner"
"Q113362727","Q113362727","film directed by Martin Duda"
"Q113331814","Soso Meji","1988 Nigerian film"
"Q113332303","Agba Man","1992 Nigerian film"
"Q113343017","Brotherhood of Darkness","1996 Nigerian film"
"Q113354824","Ikuku (Hurricane) 2","1996 Nigerian film"
"Q113362710","a-B-C-D-e-F-G-H-i-JONESTOWN","2022 film by Jan Bušta"
"Q113324395","Taxi Driver","1983 Nigerian film"
"Q113362705","Q113362705","film directed by Tomáš Polenský"
"Q113362718","Q113362718","film directed by Jiri Divis"
"Q113362728","Q113362728","film directed by Diana Cam Van Nguyen, Martin Kuba, Barbora Chalupová"
"Q113335635","Ikuku (Hurricane) 1","1995 Nigerian film"
"Q113324566","Mosebolatan","1985 Nigerian film"
"Q113331345","Anaganaga Oka Ammai","1999 Indian film"
"Q113372069","Dinner at My Place","2022 film directed by Kevin Luther Apaa"
"Q113362760","Q113362760","film directed by Michal Kollár"
"Q113362798","Q113362798","television film directed by Jan Reinisch"
"Q113362814","Q113362814","television film directed by Nikolaus Leytner"
"Q113362817","Q113362817","television film directed by Jaroslav Kratochvíl"
"Q113365275","Obe Gbona (Hot Soup)","1997 Nigerian film"
"Q113375953","Made in Cambridge","2007 Nigerian film"
"Q113368970","Last Prophet","2001 Nigerian film"
"Q113383518","Domitila (1996)","1996 Nigerian film"
"Q113380698","The Governor","2016 Nigerian film directed by Ema Edosio"
"Q113363094","Flesh and Blood: The Jessie Chukwuma Story 2","1997 Nigerian film"
"Q113366308","Amina: Unity in Diversity","1999 Nigerian film"
"Q113367275","King Jaja of Opobo","1999 Nigerian film"
"Q113367793","Ibuka: King of the Forest","2000 Nigerian film"
"Q113376408","The Call (2019 Nollywood film)","2019 Nigerian film"
"Q113376888","Naked Girls","2009 Nigerian Film"
"Q113377278","Good Girls Gone Bad","2010 Nigerian film"
"Q113369084","Omo Night Club","2011 Nigerian film"
"Q113369469","Kasalama: The Slave Merchant","2003 Nigerian film"
"Q113377305","Ibu in Campus","2011 Nigerian film"
"Q113362779","Idiot","film directed by Daniela Špinar"
"Q113372008","Catsplay","film"
"Q113364846","Praana","2022 film directed by Sanjaya Nirmal"
"Q113365215","Iya Ibeji Eleran Igbe (Mother of Twins, Seller of Bush Meat)","1997 Nigerian film"
"Q113376057","Last Messiah","2007 Nigerian film"
"Q113376991","Nigerian Girls","2009 Nigerian film"
"Q113362767","Q113362767","film"
"Q113362764","Q113362764","film"
"Q113362765","Q113362765","film"
"Q113362770","Q113362770","film"
"Q113362768","Q113362768","film"
"Q113362769","Q113362769","film"
"Q113362776","Q113362776","film"
"Q113362777","Q113362777","film"
"Q113362782","Q113362782","film"
"Q113362780","Q113362780","film"
"Q113362784","Q113362784","film"
"Q113362788","Q113362788","film"
"Q113362794","Q113362794","television film"
"Q113362831","Q113362831","television film"
"Q113362870","Q113362870","television film"
"Q113362873","Q113362873","television film"
"Q113384226","Q113384226","1989 film"
"Q113363069","Crossroad: The Beginning","1977 Nigerian film"
"Q113369453","Oil Money","2003 Nigerian film"
"Q113362775","IGI","film"
"Q113365509","Embrasement (L')","film"
"Q113366804","Highway to the Grave","1999 Nigerian film"
"Q113367779","First Lady: Who Is She?","2000 Nigerian film"
"Q113362761","Q113362761","film directed by Lucie Králová"
"Q113362773","Q113362773","film directed by Petr Kubík"
"Q113362789","Q113362789","film directed by Tomáš Kratochvíl"
"Q113362786","Q113362786","film directed by Pavel Dorotka"
"Q113362849","Q113362849","television film directed by Viktor Polesný"
"Q113362857","Q113362857","television film directed by Oliver Halmburger"
"Q113365761","Amadas","1998 Nigerian film"
"Q113368904","Okuzu Massacre: The Robbers Revenge","2001 Nigerian film"
"Q113375001","Manko","2006 Nigerian film"
"Q113384294","Heart & Soul (Nigerian TV series)","2020 Nigerian series film"
"Q113375097","Mr Lecturer","2006 Nigerian film"
"Q113362781","Q113362781","film directed by Štěpán Vodrážka"
"Q113362832","Q113362832","television film directed by Svetlana Lazarova"
"Q113362876","Q113362876","television film directed by Erika Hníková"
"Q113367981","Girls Hostel","2001 Nigerian film"
"Q113370402","Home and Abroad","2004 Nigerian film"
"Q113362783","Q113362783","film directed by Michal Černý"
"Q113362785","Q113362785","film directed by Jan Švankmajer"
"Q113362828","Q113362828","television film directed by Markéta Válková-Ekrtová"
"Q113362848","Q113362848","television film directed by Pavel Jirásek"
"Q113362855","Q113362855","television film directed by Jiří Střecha"
"Q113367940","Holy Law: Sharia","2001 Nigerian film"
"Q113362787","Q113362787","film directed by Andrew Levitas"
"Q113362796","Q113362796","television film directed by Jan Strejcovský"
"Q113362818","Q113362818","television film directed by Tereza Kopáčová"
"Q113362844","Q113362844","television film directed by Jiří Vejdělek"
"Q113362859","Q113362859","television film directed by Robin Kvapil"
"Q113362856","Q113362856","television film directed by Jiří Vejdělek"
"Q113362869","Q113362869","television film directed by Jiří Vejdělek"
"Q113367248","Odum: A Tale from the Death of the Blue Lake","1999 Nigerian film"
"Q113362810","Q113362810","film directed by Jakub Sommer"
"Q113362834","Q113362834","television film directed by Jiří Vondrák"
"Q113362854","Q113362854","television film directed by Sarka Maixnerova"
"Q113375533","Q113375533","2022 film directed by Masahide Ichii"
"Q113377318","Nkwocha","2011 Nigerian film"
"Q113368928","Das Menschlein Matthias","1941 film"
"Q113376407","Hottest Babes","2008 Nigerian Film"
"Q113362853","Q113362853","television film directed by Jiří Svoboda"
"Q113362866","Q113362866","television film directed by Jana Počtová"
"Q113377211","Q113377211","1970 film directed by Egyptian director"
"Q113376009","Life Incidence","2007 Nigerian film"
"Q113376613","The Liquid Black Gold","2009 Nigerian film"
"Q113391413","Beneath Her Veil","2015 Nigerian film"
"Q113362766","Q113362766","film directed by Cyril Podolský"
"Q113362826","Q113362826","television film directed by Maxmilián Petřík"
"Q113362830","Q113362830","television film directed by Martin Pátek"
"Q113362862","Q113362862","television film directed by Petr Slavík"
"Q113362772","Acidic Anna","film"
"Q113395803","Swamy","2004 Indian film"
"Q113367446","Agbako: The Land of a Thousand Demons","2000 Nigerian film"
